"a","b","sigma1","Scenario"
0.736494537793741,0.412830384244116,4.36747060673162,"Scenario 3 (a=0.9, b=1, sig=5)"
0.784849356870792,2.13348088146538,5.1824812170829,"Scenario 3 (a=0.9, b=1, sig=5)"
0.888003402409382,1.16701160625535,4.29291494468095,"Scenario 3 (a=0.9, b=1, sig=5)"
0.840080739891163,1.23452456991772,5.27271020116711,"Scenario 3 (a=0.9, b=1, sig=5)"
0.92903103764594,1.04983649009293,4.60290799360963,"Scenario 3 (a=0.9, b=1, sig=5)"
0.781748544192004,2.06292448692592,5.82043026472953,"Scenario 3 (a=0.9, b=1, sig=5)"
0.843900739848211,2.50762988026171,5.45384000869463,"Scenario 3 (a=0.9, b=1, sig=5)"
0.904312498901513,0.880722615666949,4.72968416001151,"Scenario 3 (a=0.9, b=1, sig=5)"
0.891169684822407,0.755349470866844,4.42021009321954,"Scenario 3 (a=0.9, b=1, sig=5)"
0.866729932553127,0.524284063120796,5.10431823035672,"Scenario 3 (a=0.9, b=1, sig=5)"
0.823905531688366,1.91165480273027,4.85340134645094,"Scenario 3 (a=0.9, b=1, sig=5)"
0.881345866559551,0.45577069323517,4.91005542530045,"Scenario 3 (a=0.9, b=1, sig=5)"
0.855526303727572,2.13050459860177,4.56144378309648,"Scenario 3 (a=0.9, b=1, sig=5)"
0.902934061670985,1.50328044699782,5.36954167500621,"Scenario 3 (a=0.9, b=1, sig=5)"
0.790260130767583,0.343485526589652,4.57092154068419,"Scenario 3 (a=0.9, b=1, sig=5)"
0.901026202129402,0.671318211757564,5.07858559149276,"Scenario 3 (a=0.9, b=1, sig=5)"
0.873940145776257,0.692722761579208,4.71720604235515,"Scenario 3 (a=0.9, b=1, sig=5)"
0.855968632542782,1.47428827003398,5.1371981345707,"Scenario 3 (a=0.9, b=1, sig=5)"
